Mod:Item:MetaData, Localized Name
harvestcraft:grapeyogurtItem, 葡萄酸奶酪
harvestcraft:chocolateyogurtItem, 巧克力酸奶酪
harvestcraft:blackberryjuiceItem, 黑莓汁
harvestcraft:blackberrycobblerItem, 黑莓馅饼
harvestcraft:blackberrysmoothieItem, 黑莓冰沙
harvestcraft:blackberryyogurtItem, 黑莓酸奶酪
harvestcraft:chocolatemilkItem, 巧克力牛奶
harvestcraft:pumpkinyogurtItem, 南瓜酸奶酪
harvestcraft:raspberryjuiceItem, 树莓汁
harvestcraft:raspberrypieItem, 树莓派
harvestcraft:raspberrysmoothieItem, 树莓冰沙
harvestcraft:raspberryyogurtItem, 树莓酸奶酪
harvestcraft:cinnamonsugardonutItem, 肉桂糖炸面圈
harvestcraft:melonyogurtItem, 西瓜酸奶酪
harvestcraft:kiwijuiceItem, 猕猴桃汁
harvestcraft:kiwismoothieItem, 猕猴桃冰沙
harvestcraft:kiwiyogurtItem, 猕猴桃酸奶酪
harvestcraft:plainyogurtItem, Plain酸奶酪
harvestcraft:appleyogurtItem, 苹果酸奶酪
harvestcraft:saltedsunflowerseedsItem, 腌制向日葵种子
harvestcraft:sunflowerwheatrollsItem, 向日葵小麦面饼卷
harvestcraft:sunflowerbroccolisaladItem, 向日葵西兰花色拉
harvestcraft:cranberryjuiceItem, 蔓越莓汁
harvestcraft:cranberrysauceItem, 蔓越莓酱
harvestcraft:cranberrybarItem, 蔓越莓棒
harvestcraft:peppermintItem, 薄荷糖
harvestcraft:cactusfruitjuiceItem, 仙人掌果汁
harvestcraft:blackpepperItem, 黑胡椒
harvestcraft:groundcinnamonItem, 肉桂粉
harvestcraft:groundnutmegItem, 豆蔻粉
harvestcraft:oliveoilItem, 食用油
harvestcraft:baklavaItem, 果仁蜜饼
harvestcraft:gummybearsItem, 小熊软糖
harvestcraft:baconmushroomburgerItem, 培根蘑菇堡
harvestcraft:fruitpunchItem, 混合果汁
harvestcraft:meatystewItem, 肉汤
harvestcraft:mixedsaladItem, 混合色拉
harvestcraft:pinacoladaItem, 冰镇果汁朗姆酒
harvestcraft:saladdressingItem, 色拉酱调料
harvestcraft:shepardspieItem, 马铃薯肉饼
harvestcraft:eggnogItem, 蛋酒
harvestcraft:custardItem, 奶油蛋羹
harvestcraft:sushiItem, 寿司
harvestcraft:gardensoupItem, 菜园汤
harvestcraft:applejellyItem, 苹果果酱
harvestcraft:applejellysandwichItem, 苹果果酱三明治
harvestcraft:blackberryjellyItem, 黑莓果酱
harvestcraft:blackberryjellysandwichItem, 黑莓果酱三明治
harvestcraft:blueberryjellyItem, 蓝莓果酱
harvestcraft:blueberryjellysandwichItem, 蓝莓果酱三明治
harvestcraft:cherryjellyItem, 樱桃果酱
harvestcraft:cherryjellysandwichItem, 樱桃果酱三明治
harvestcraft:cranberryjellyItem, 蔓越莓酱
harvestcraft:cranberryjellysandwichItem, 蔓越莓果冻三明治
harvestcraft:kiwijellyItem, 猕猴桃果酱
harvestcraft:kiwijellysandwichItem, 猕猴桃果酱三明治
harvestcraft:lemonjellyItem, 柠檬果酱
harvestcraft:lemonjellysandwichItem, 柠檬果酱三明治
harvestcraft:limejellyItem, 酸橙果酱
harvestcraft:limejellysandwichItem, 酸橙果酱三明治
harvestcraft:mangojellyItem, 芒果果酱
harvestcraft:mangojellysandwichItem, 芒果果酱三明治
harvestcraft:orangejellyItem, 橙子果酱
harvestcraft:orangejellysandwichItem, 橙子果酱三明治
harvestcraft:papayajellyItem, 木瓜果酱
harvestcraft:papayajellysandwichItem, 木瓜果酱三明治
harvestcraft:peachjellyItem, 桃子果酱
harvestcraft:peachjellysandwichItem, 桃子果酱三明治
harvestcraft:pomegranatejellyItem, 石榴果酱
harvestcraft:pomegranatejellysandwichItem, 石榴果酱三明治
harvestcraft:raspberryjellyItem, 树莓果酱
harvestcraft:raspberryjellysandwichItem, 树莓果酱三明治
harvestcraft:starfruitjellyItem, 杨桃果酱
harvestcraft:starfruitjellysandwichItem, 杨桃果酱三明治
harvestcraft:strawberryjellyItem, 草莓果酱
harvestcraft:strawberryjellysandwichItem, 草莓果酱三明治
harvestcraft:watermelonjellyItem, 西瓜果酱
harvestcraft:watermelonjellysandwichItem, 西瓜果酱三明治
harvestcraft:bubblywaterItem, 香槟
harvestcraft:cherrysodaItem, 樱桃苏打
harvestcraft:colasodaItem, 可乐苏打
harvestcraft:gingersodaItem, 姜啤酒
harvestcraft:grapesodaItem, 葡萄苏打
harvestcraft:lemonlimesodaItem, 柠檬-酸橙苏打
harvestcraft:orangesodaItem, 橙子苏打
harvestcraft:rootbeersodaItem, 沙士
harvestcraft:strawberrysodaItem, 草莓苏打
harvestcraft:caramelicecreamItem, 焦糖冰淇淋
harvestcraft:mintchocolatechipicemcreamItem, 碎薄荷巧克力冰淇淋
harvestcraft:strawberryicecreamItem, 草莓冰淇淋
harvestcraft:vanillaicecreamItem, 香草冰淇淋
harvestcraft:gingerchickenItem, 姜味鸡肉
harvestcraft:oldworldveggiesoupItem, 旧世界蔬菜汤
harvestcraft:spicebunItem, 香料圆面包
harvestcraft:gingeredrhubarbtartItem, 姜味大黄果馅
harvestcraft:lambbarleysoupItem, 羊羔大麦汤
harvestcraft:honeylemonlambItem, 蜜汁柠檬羔羊肉
harvestcraft:pumpkinoatsconesItem, 南瓜燕麦馅饼
harvestcraft:beefjerkyItem, 牛肉干
harvestcraft:plumjuiceItem, 李子汁
harvestcraft:pearjuiceItem, 梨汁
harvestcraft:ovenroastedcauliflowerItem, 烘烤花椰菜
harvestcraft:leekbaconsoupItem, 韭葱培根汤
harvestcraft:herbbutterparsnipsItem, 香草黄油防风草
harvestcraft:scallionbakedpotatoItem, 青葱烤马铃薯
harvestcraft:soymilkItem, 豆浆
harvestcraft:firmtofuItem, 结实豆腐
harvestcraft:silkentofuItem, 柔软豆腐
harvestcraft:bamboosteamedriceItem, 竹米饭
harvestcraft:roastedchestnutItem, 烤板栗
harvestcraft:sweetpotatosouffleItem, 红薯派
harvestcraft:cashewchickenItem, 腰果鸡
harvestcraft:apricotjuiceItem, 杏子汁
harvestcraft:apricotyogurtItem, 杏仁酸奶
harvestcraft:apricotglazedporkItem, 杏釉猪肉
harvestcraft:apricotjellyItem, 杏桃果酱
harvestcraft:apricotjellysandwichItem, 杏桃果酱三明治
harvestcraft:apricotsmoothieItem, 杏仁冰沙
harvestcraft:figbarItem, 无花果馅饼
harvestcraft:figjellyItem, 无花果酱
harvestcraft:figjellysandwichItem, 无花果三明治
harvestcraft:figsmoothieItem, 无花果果汁
harvestcraft:figyogurtItem, 无花果酸奶
harvestcraft:figjuiceItem, 无花果汁
harvestcraft:grapefruitjuiceItem, 葡萄柚汁
harvestcraft:grapefruitjellyItem, 葡萄柚果酱
harvestcraft:grapefruitjellysandwichItem, 葡萄柚果酱三明治
harvestcraft:grapefruitsmoothieItem, 葡萄柚冰沙
harvestcraft:grapefruityogurtItem, 柚子酸奶
harvestcraft:grapefruitsodaItem, 柚子汽水
harvestcraft:citrussaladItem, 橘味沙拉
harvestcraft:pecanpieItem, 核桃派
harvestcraft:pralinesItem, 果仁糖
harvestcraft:persimmonjuiceItem, 柿子汁
harvestcraft:persimmonyogurtItem, 柿子酸奶
harvestcraft:persimmonsmoothieItem, 柿子果汁
harvestcraft:persimmonjellyItem, 柿子果酱
harvestcraft:persimmonjellysandwichItem, 柿子果酱三明治
harvestcraft:pistachiobakedsalmonItem, 开心果烤三文鱼
harvestcraft:baconwrappeddatesItem, 培根甜枣
harvestcraft:datenutbreadItem, 椰枣坚果面包
harvestcraft:maplesyruppancakesItem, 枫糖煎饼
harvestcraft:maplesyrupwafflesItem, 枫糖松饼
harvestcraft:maplesausageItem, 枫糖香肠
harvestcraft:mapleoatmealItem, 枫糖燕麦片
harvestcraft:peachesandcreamoatmealItem, 水蜜桃奶油燕麦片
harvestcraft:cinnamonappleoatmealItem, 肉桂苹果燕麦片
harvestcraft:maplecandiedbaconItem, 枫糖培根
harvestcraft:toastsandwichItem, 烤三明治
harvestcraft:potatoandcheesepirogiItem, 土豆奶酪馅饼
harvestcraft:zeppoleItem, 炸面饼圈
harvestcraft:sausageinbreadItem, 香肠面包
harvestcraft:chocolatecaramelfudgeItem, 巧克力牛奶软糖
harvestcraft:lavendershortbreadItem, 薰衣草饼干
harvestcraft:beefwellingtonItem, 威灵顿牛排
harvestcraft:epicbaconItem, 史诗熏猪肉
harvestcraft:manjuuItem, 豆沙包
harvestcraft:chickengumboItem, 秋葵烩鷄
harvestcraft:generaltsochickenItem, 左宗棠鸡
harvestcraft:californiarollItem, 加州卷
harvestcraft:futomakiItem, 大卷寿司
harvestcraft:beansontoastItem, 茄汁豆加多士
harvestcraft:vegemiteItem, 维吉米特黑酱
harvestcraft:honeycombchocolatebarItem, 蜂窝巧克力
harvestcraft:cherrycoconutchocolatebarItem, 樱桃椰子巧克力
harvestcraft:fairybreadItem, 精灵面包
harvestcraft:lamingtonItem, 拉明顿蛋糕
harvestcraft:timtamItem, 巧克力饼干
harvestcraft:meatpieItem, 肉饼
harvestcraft:chikorollItem, 鸡肉卷
harvestcraft:damperItem, 丹波面包
harvestcraft:beetburgerItem, 牛肉汉堡
harvestcraft:pavlovaItem, 巴甫洛娃蛋糕
harvestcraft:gherkinItem, 醋泡小黄瓜
harvestcraft:mcpamItem, 潘马斯汉堡
harvestcraft:ceasarsaladItem, 凯撒沙律
harvestcraft:chaoscookieItem, 卡俄斯曲奇饼
harvestcraft:chocolatebaconItem, 巧克力培根
harvestcraft:lambkebabItem, 羊肉串
harvestcraft:nutellaItem, 巧克力酱
harvestcraft:snickersbarItem, 士力架巧克力条
harvestcraft:spinachpieItem, 菠菜派
harvestcraft:steamedspinachItem, 蒸熟的菠菜
harvestcraft:vegemiteontoastItem, 维吉米特黑酱土司
harvestcraft:anchovyrawItem, 生凤尾鱼
harvestcraft:bassrawItem, 生鲈鱼
harvestcraft:carprawItem, 生鲫鱼
harvestcraft:catfishrawItem, 生鲶鱼
harvestcraft:charrrawItem, 生红点鲑
harvestcraft:clamrawItem, 生蛤蜊
harvestcraft:crabrawItem, 生螃蟹
harvestcraft:crayfishrawItem, 生龙虾
harvestcraft:eelrawItem, 生鳗鱼
harvestcraft:frograwItem, 生青蛙
harvestcraft:grouperrawItem, 生鲶鱼
harvestcraft:herringrawItem, 生青鱼
harvestcraft:jellyfishrawItem, 生水母
harvestcraft:mudfishrawItem, 生泥鱼
harvestcraft:octopusrawItem, 生章鱼
harvestcraft:perchrawItem, 生鲈鱼
harvestcraft:scalloprawItem, 生扇贝
harvestcraft:shrimprawItem, 生虾
harvestcraft:snailrawItem, 生蜗牛
harvestcraft:snapperrawItem, 生鲷鱼
harvestcraft:tilapiarawItem, 生罗非鱼
harvestcraft:troutrawItem, 生鲑鱼
harvestcraft:tunarawItem, 生金枪鱼
harvestcraft:turtlerawItem, 生乌龟
harvestcraft:walleyerawItem, 生大眼鱼
harvestcraft:holidaycakeItem, 节日蛋糕
harvestcraft:clamcookedItem, 熟蛤蜊
harvestcraft:crabcookedItem, 熟螃蟹
harvestcraft:crayfishcookedItem, 熟龙虾
harvestcraft:frogcookedItem, 烤过的蛙腿
harvestcraft:octopuscookedItem, 熟章鱼
harvestcraft:scallopcookedItem, 熟扇贝
harvestcraft:shrimpcookedItem, 熟虾
harvestcraft:snailcookedItem, 熟蜗牛
harvestcraft:turtlecookedItem, 熟乌龟
harvestcraft:appleciderItem, 苹果酒
harvestcraft:bangersandmashItem, 香肠土豆泥
harvestcraft:batteredsausageItem, 炸香肠
harvestcraft:batterItem, 面糊
harvestcraft:chorizoItem, 西班牙香肠
harvestcraft:coleslawItem, 凉拌卷心菜
harvestcraft:energydrinkItem, 能量饮料
harvestcraft:friedonionsItem, 油炸洋葱
harvestcraft:meatfeastpizzaItem, 肉食天堂薄饼匹萨
harvestcraft:mincepieItem, 甜果派
harvestcraft:onionhamburgerItem, 洋葱汉堡
harvestcraft:pepperoniItem, 意大利香肠
harvestcraft:pickledonionsItem, 腌洋葱
harvestcraft:porksausageItem, 猪肉香肠
harvestcraft:raspberrytrifleItem, 树莓蛋奶层叠蛋糕
harvestcraft:pumpkincheesecakeItem, 南瓜奶酪糕
harvestcraft:pumpkinmuffinItem, 南瓜松糕
harvestcraft:suaderoItem, 嫩炸牛肉
harvestcraft:randomtacoItem, 墨西哥卷饼
harvestcraft:turkeyrawItem, 生火鸡
harvestcraft:turkeycookedItem, 熟火鸡
harvestcraft:rabbitrawItem, 生兔肉
harvestcraft:rabbitcookedItem, 熟兔肉
harvestcraft:venisonrawItem, 生鹿肉
harvestcraft:venisoncookedItem, 熟鹿肉
harvestcraft:strawberrymilkshakeItem, 草莓奶昔
harvestcraft:chocolatemilkshakeItem, 巧克力奶昔
harvestcraft:bananamilkshakeItem, 香蕉奶昔
harvestcraft:cornflakesItem, 玉米片
harvestcraft:coleslawburgerItem, 凉拌卷心菜汉堡
harvestcraft:roastchickenItem, 烤鸡
harvestcraft:roastpotatoesItem, 烤土豆
harvestcraft:sundayroastItem, 烤肉
harvestcraft:bbqpulledporkItem, 烧烤猪肉
harvestcraft:lambwithmintsauceItem, 薄荷酱羊肉
harvestcraft:steakandchipsItem, 牛排和薯条
harvestcraft:cherryicecreamItem, 樱桃冰淇淋
harvestcraft:pistachioicecreamItem, 开心果冰淇淋
harvestcraft:neapolitanicecreamItem, 三色冰淇淋
harvestcraft:spumoniicecreamItem, 千层冰淇淋
harvestcraft:almondbutterItem, 杏仁酱
harvestcraft:cashewbutterItem, 腰果酱
harvestcraft:chestnutbutterItem, 板栗酱
harvestcraft:cornishpastyItem, 康沃尔菜肉馅饼
harvestcraft:cottagepieItem, 农舍派
harvestcraft:croissantItem, 羊角面包
harvestcraft:currypowderItem, 咖哩粉
harvestcraft:dimsumItem, 点心
harvestcraft:friedpecanokraItem, 山核桃炒秋葵
harvestcraft:gooseberryjellyItem, 醋栗果酱
harvestcraft:gooseberryjellysandwichItem, 醋栗果酱三明治
harvestcraft:gooseberrymilkshakeItem, 醋栗奶昔
harvestcraft:gooseberrypieItem, 醋栗馅饼
harvestcraft:gooseberrysmoothieItem, 醋栗冰沙
harvestcraft:gooseberryyogurtItem, 醋栗酸奶
harvestcraft:greenheartfishItem, 绿心鱼
harvestcraft:hamsweetpicklesandwichItem, 火腿甜泡菜三明治
harvestcraft:hushpuppiesItem, 黄金玉米球
harvestcraft:kimchiItem, 泡菜
harvestcraft:mochiItem, 麻薯
harvestcraft:museliItem, 杂锦果麦
harvestcraft:naanItem, 印度饼
harvestcraft:okrachipsItem, 盐烤秋葵
harvestcraft:okracreoleItem, 克里奥尔
harvestcraft:pistachiobutterItem, 开心果奶油
harvestcraft:ploughmanslunchItem, 农夫午餐
harvestcraft:porklomeinItem, 肉捞面
harvestcraft:salmonpattiesItem, 三文鱼饼
harvestcraft:sausageItem, 香肠
harvestcraft:sausagerollItem, 香肠卷
harvestcraft:sesameballItem, 芝麻球
harvestcraft:sesamesnapsItem, 芝麻糖
harvestcraft:shrimpokrahushpuppiesItem, 虾肉秋葵组合
harvestcraft:soysauceItem, 酱油
harvestcraft:sweetpickleItem, 糖醋渍菜
harvestcraft:veggiestripsItem, 蔬菜条
harvestcraft:vindalooItem, 印度咖喱肉
harvestcraft:applesmoothieItem, 苹果汁冰沙
harvestcraft:coconutsmoothieItem, 椰子奶昔
harvestcraft:cranberrysmoothieItem, 蔓越莓冰沙
harvestcraft:cranberryyogurtItem, 蔓越莓酸奶
harvestcraft:grapesmoothieItem, 葡萄冰沙
harvestcraft:pearsmoothieItem, 梨冰沙
harvestcraft:pearjellyItem, 秋梨琵琶冻
harvestcraft:pearjellysandwichItem, 秋梨琵琶冻三明治
harvestcraft:plumsmoothieItem, 鲜梅冰沙
harvestcraft:plumjellyItem, 鲜梅果冻
harvestcraft:plumjellysandwichItem, 鲜梅果冻三明治
harvestcraft:honeysandwichItem, 蜂蜜三明治
harvestcraft:cheeseontoastItem, 干酪土司
harvestcraft:tunapotatoItem, 金枪鱼土豆
harvestcraft:chocolaterollItem, 巧克力卷
harvestcraft:jamrollItem, 卷筒尖布甸
harvestcraft:coconutcreamItem, 椰奶
harvestcraft:crackerItem, 薄脆饼干
harvestcraft:garammasalaItem, 咖喱粉
harvestcraft:paneerItem, 印度奶酪
harvestcraft:deluxechickencurryItem, 豪华咖喱鸡
harvestcraft:gravyItem, 肉汤
harvestcraft:mangochutneyItem, 芒果酸辣酱
harvestcraft:marzipanItem, 杏仁糖
harvestcraft:paneertikkamasalaItem, 印度豆腐咖喱
harvestcraft:peaandhamsoupItem, 豌豆火腿汤
harvestcraft:potatoandleeksoupItem, 大葱土豆汤
harvestcraft:yorkshirepuddingItem, 约克郡布丁
harvestcraft:toadintheholeItem, 布丁香肠
ImmersiveEngineering:metal:0, 铜锭
ImmersiveEngineering:metal:1, 铝锭
ImmersiveEngineering:metal:2, 铅锭
ImmersiveEngineering:metal:3, 银锭
ImmersiveEngineering:metal:4, 镍锭
ImmersiveEngineering:metal:5, 康铜锭
ImmersiveEngineering:metal:6, 琥珀金锭
ImmersiveEngineering:metal:7, 钢锭
ImmersiveEngineering:metal:8, 铁粉
ImmersiveEngineering:metal:9, 金粉
ImmersiveEngineering:metal:10, 铜粉
ImmersiveEngineering:metal:11, 铝粉
ImmersiveEngineering:metal:12, 铅粉
ImmersiveEngineering:metal:13, 银粉
ImmersiveEngineering:metal:14, 镍粉
ImmersiveEngineering:metal:15, 康铜粉
ImmersiveEngineering:metal:16, 琥珀金粉
ImmersiveEngineering:metal:17, 焦煤粉
ImmersiveEngineering:metal:18, 下界石英粉
ImmersiveEngineering:metal:19, HOP石墨粉
ImmersiveEngineering:metal:20, HOP石墨锭
ImmersiveEngineering:metal:21, 铁粒
ImmersiveEngineering:metal:22, 铜粒
ImmersiveEngineering:metal:23, 铝粒
ImmersiveEngineering:metal:24, 铅粒
ImmersiveEngineering:metal:25, 银粒
ImmersiveEngineering:metal:26, 镍粒
ImmersiveEngineering:metal:27, 康铜粒
ImmersiveEngineering:metal:28, 琥珀金粒
ImmersiveEngineering:metal:29, 钢粒
ImmersiveEngineering:metal:30, 铁板
ImmersiveEngineering:metal:32, 铝板
ImmersiveEngineering:metal:33, 铅板
ImmersiveEngineering:metal:36, 康铜板
ImmersiveEngineering:metal:38, 钢板
ImmersiveEngineering:material:0, 防腐木棍
ImmersiveEngineering:material:1, 水车部件
ImmersiveEngineering:material:2, 风车叶片
ImmersiveEngineering:material:3, 工业大麻纤维
ImmersiveEngineering:material:4, 坚韧布料
ImmersiveEngineering:material:5, 改良风车叶片
ImmersiveEngineering:material:6, 焦煤
ImmersiveEngineering:material:7, 枪管
ImmersiveEngineering:material:8, 左筒
ImmersiveEngineering:material:9, 握柄
ImmersiveEngineering:material:10, 击锤
ImmersiveEngineering:material:11, 铁质机械零件
ImmersiveEngineering:material:12, 钢质机械零件
ImmersiveEngineering:material:13, 矿渣
ImmersiveEngineering:material:14, 铁杆
ImmersiveEngineering:material:15, 钢杆
ImmersiveEngineering:material:16, 铝杆
ImmersiveEngineering:seed:0, 工业大麻种子
ImmersiveEngineering:coil:0, 低压线圈
ImmersiveEngineering:coil:1, 中压线圈
ImmersiveEngineering:coil:2, 高压线圈
ImmersiveEngineering:coil:3, 麻绳线圈
ImmersiveEngineering:coil:4, 钢线圈
ImmersiveEngineering:tool:0, 工程师锤
ImmersiveEngineering:tool:1, 工程师剪线钳
ImmersiveEngineering:tool:2, 工程师电表
ImmersiveEngineering:tool:3, 工程师手册
ImmersiveEngineering:toolbox, 工程师工具箱
ImmersiveEngineering:revolver:0, 左轮手枪
ImmersiveEngineering:revolver:1, 左轮快速装弹器
ImmersiveEngineering:bullet:0, 小型空弹壳
ImmersiveEngineering:bullet:1, 大型空弹壳
ImmersiveEngineering:bullet:2, 卡苏尔弹
ImmersiveEngineering:bullet:3, 穿甲弹
ImmersiveEngineering:bullet:4, 鹿弹
ImmersiveEngineering:bullet:5, 高爆弹
ImmersiveEngineering:bullet:6, 龙息弹
ImmersiveEngineering:bullet:9, 银弹
ImmersiveEngineering:bullet:10, 药剂弹头
ImmersiveEngineering:fluidContainers:0, 杂酚油瓶
ImmersiveEngineering:fluidContainers:1, 杂酚油桶
ImmersiveEngineering:fluidContainers:2, 植物油瓶
ImmersiveEngineering:fluidContainers:3, 植物油桶
ImmersiveEngineering:fluidContainers:4, 乙醇瓶
ImmersiveEngineering:fluidContainers:5, 乙醇桶
ImmersiveEngineering:fluidContainers:6, 生物柴油瓶
ImmersiveEngineering:fluidContainers:7, 生物柴油桶
ImmersiveEngineering:drill:0, 采矿机械钻
ImmersiveEngineering:drillhead:0, 钢制钻头
ImmersiveEngineering:drillhead:1, 铁制钻头
ImmersiveEngineering:toolupgrade:0, 内置氧化剂罐
ImmersiveEngineering:toolupgrade:1, 高级润滑系统
ImmersiveEngineering:toolupgrade:2, 附加螺旋钻
ImmersiveEngineering:toolupgrade:3, 大型燃料缸
ImmersiveEngineering:toolupgrade:4, 刺刀
ImmersiveEngineering:toolupgrade:5, 扩充弹夹
ImmersiveEngineering:toolupgrade:6, 加强电子管
ImmersiveEngineering:toolupgrade:7, 聚焦喷嘴
ImmersiveEngineering:toolupgrade:8, 瞄准镜
ImmersiveEngineering:toolupgrade:9, 附加电容
ImmersiveEngineering:skyhook, 工程师天钩
ImmersiveEngineering:blueprint, 工程师蓝图
ImmersiveEngineering:graphiteElectrode, 石墨电极
ImmersiveEngineering:shader, 皮肤
ImmersiveEngineering:shaderBag, 皮肤奖励袋
ImmersiveEngineering:jerrycan, 油罐
ImmersiveEngineering:chemthrower, 化学喷射器
ImmersiveEngineering:railgun, 轨道炮
ImmersiveEngineering:mold:0, 金属冲压模具:板材
ImmersiveEngineering:mold:2, 金属冲压模具:金属杆
TConstruct:goldHead:0, 黄金头颅
TConstruct:strangeFood:0, 胶状黏液
TConstruct:strangeFood:1, 凝血
TConstruct:strangeFood:2, 培根
TConstruct:oreBerries:0, 铁矿莓
TConstruct:oreBerries:1, 金矿莓
TConstruct:oreBerries:2, 铜矿莓
TConstruct:oreBerries:3, 锡矿莓
TConstruct:oreBerries:4, 铝矿莓
TConstruct:oreBerries:5, 浓缩精华莓
TConstruct:titleIcon:0, 生成 蓝色史莱姆
TConstruct:titleIcon:1, 生成 史莱姆王
TConstruct:blankPattern:0, 空白模具
TConstruct:blankPattern:1, 空白铸模
TConstruct:blankPattern:2, 空白铸模
TConstruct:materials:0, 纸叠
TConstruct:materials:1, 史莱姆水晶
TConstruct:materials:2, 焦黑砖
TConstruct:materials:3, 钴锭
TConstruct:materials:4, 阿迪特锭
TConstruct:materials:5, 玛玉灵锭
TConstruct:materials:6, 苔藓球
TConstruct:materials:7, 熔岩水晶
TConstruct:materials:8, 凋零之骨
TConstruct:materials:9, 铜锭
TConstruct:materials:10, 锡锭
TConstruct:materials:11, 铝锭
TConstruct:materials:12, 生铝
TConstruct:materials:13, 青铜锭
TConstruct:materials:14, 铝黄铜锭
TConstruct:materials:15, 耐酸铝锭
TConstruct:materials:16, 钢锭
TConstruct:materials:17, 蓝色史莱姆水晶
TConstruct:materials:18, 黑曜石锭
TConstruct:materials:19, 铁粒
TConstruct:materials:20, 铜粒
TConstruct:materials:21, 锡粒
TConstruct:materials:22, 铝粒
TConstruct:materials:24, 铝黄铜粒
TConstruct:materials:25, 绢布
TConstruct:materials:26, 精致珠宝
TConstruct:materials:27, 黑曜石粒
TConstruct:materials:28, 钴粒
TConstruct:materials:29, 阿迪特粒
TConstruct:materials:30, 玛玉灵粒
TConstruct:materials:31, 青铜粒
TConstruct:materials:32, 耐酸铝粒
TConstruct:materials:33, 钢粒
TConstruct:materials:34, 生铁锭
TConstruct:materials:35, 生铁粒
TConstruct:materials:36, 凝胶球
TConstruct:materials:37, 焦黑砖
TConstruct:materials:38, 阿迪特粉
TConstruct:materials:39, 钴粉
TConstruct:materials:40, 铝粉
TConstruct:materials:41, 玛玉灵粉
TConstruct:materials:42, 铝黄铜粉
TConstruct:woodPattern:1, 手柄模具
TConstruct:woodPattern:2, 镐头模具
TConstruct:woodPattern:3, 铲头模具
TConstruct:woodPattern:4, 斧刃模具
TConstruct:woodPattern:5, 剑刃模具
TConstruct:woodPattern:6, 宽护手模具
TConstruct:woodPattern:7, 护手模具
TConstruct:woodPattern:8, 十字柄模具
TConstruct:woodPattern:9, 绑定结模具
TConstruct:woodPattern:10, 盘模具
TConstruct:woodPattern:11, 牌板模具
TConstruct:woodPattern:12, 刀刃模具
TConstruct:woodPattern:13, 凿刃模具
TConstruct:woodPattern:14, 坚韧手柄模具
TConstruct:woodPattern:15, 坚韧绑定结模具
TConstruct:woodPattern:16, 大板模具
TConstruct:woodPattern:17, 宽斧刃模具
TConstruct:woodPattern:18, 镰刀刀刃模具
TConstruct:woodPattern:19, 开掘铲头模具
TConstruct:woodPattern:20, 宽剑刃模具
TConstruct:woodPattern:21, 锤头模具
TConstruct:woodPattern:22, 大型护手模具
TConstruct:woodPattern:23, 弓弦模具
TConstruct:woodPattern:24, 箭羽模具
TConstruct:woodPattern:25, 箭头模具
TConstruct:manualBook:0, 匠魂宝典Ⅰ
TConstruct:manualBook:1, 匠魂宝典Ⅱ
TConstruct:manualBook:2, 冶炼秘术
TConstruct:manualBook:3, 匠人日记
TConstruct:manualBook:4, 工匠武器
TConstruct:pickaxe, 镐
TConstruct:shovel, 铲
TConstruct:hatchet, 手斧
TConstruct:broadsword, 大剑
TConstruct:longsword, 长剑
TConstruct:rapier, 西洋剑
TConstruct:dagger, 匕首
TConstruct:cutlass, 弯刀
TConstruct:frypan, 煎锅
TConstruct:battlesign, 战斗牌子
TConstruct:mattock, 鹤嘴锄
TConstruct:chisel, 凿子
TConstruct:lumberaxe, 伐木斧
TConstruct:cleaver, 劈刀
TConstruct:scythe, 镰刀
TConstruct:excavator, 开掘铲
TConstruct:hammer, 锤
TConstruct:battleaxe, 战斧
TConstruct:potionLauncher, 药水发射器
TConstruct:toolRod:0, 木手柄
TConstruct:toolRod:1, 石手柄
TConstruct:toolRod:2, 铁手柄
TConstruct:toolRod:3, 燧石手柄
TConstruct:toolRod:4, 仙人掌手柄
TConstruct:toolRod:5, 骨头手柄
TConstruct:toolRod:6, 黑曜石手柄
TConstruct:toolRod:7, 地狱岩手柄
TConstruct:toolRod:8, 史莱姆手柄
TConstruct:toolRod:9, 纸手柄
TConstruct:toolRod:10, 钴手柄
TConstruct:toolRod:11, 阿迪特手柄
TConstruct:toolRod:12, 玛玉灵手柄
TConstruct:toolRod:13, 铜手柄
TConstruct:toolRod:14, 青铜手柄
TConstruct:toolRod:15, 耐酸铝手柄
TConstruct:toolRod:16, 钢手柄
TConstruct:toolRod:17, 史莱姆手柄
TConstruct:toolRod:18, 生铁手柄
TConstruct:toolShard:1, 石碎片
TConstruct:toolShard:3, 燧石碎片
TConstruct:toolShard:4, 仙人掌碎片
TConstruct:toolShard:6, 黑曜石碎片
TConstruct:toolShard:7, 地狱岩碎片
TConstruct:toolShard:8, 史莱姆碎片
TConstruct:toolShard:17, 史莱姆碎片
TConstruct:pickaxeHead:0, 木镐头
TConstruct:pickaxeHead:1, 石镐头
TConstruct:pickaxeHead:2, 铁镐头
TConstruct:pickaxeHead:3, 燧石镐头
TConstruct:pickaxeHead:4, 仙人掌镐头
TConstruct:pickaxeHead:5, 骨头镐头
TConstruct:pickaxeHead:6, 黑曜石镐头
TConstruct:pickaxeHead:7, 地狱岩镐头
TConstruct:pickaxeHead:8, 史莱姆镐头
TConstruct:pickaxeHead:9, 纸镐头
TConstruct:pickaxeHead:10, 钴镐头
TConstruct:pickaxeHead:11, 阿迪特镐头
TConstruct:pickaxeHead:12, 玛玉灵镐头
